OfficeID,OfficeName,LanguageID,LanguageName,BookmarkName,Translation,OfficeElement
12,"Luxembourg Office",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender. This fax is confidential and may also be privileged. If you are not the intended recipient, please notify us immediately. Do not copy this fax or use it for any purpose, nor disclose its content to any person.",FaxDisclaimer
12,"Luxembourg Office",2,French,bmkDisclaimerFax,"Si toutes les pages n'ont pas été reçues, veuillez contacter l'expéditeur.  La présente télécopie est confidentielle et peut contenir des informations protégées par le secret professionnel.  Dans le cas où elle ne vous serait pas destinée, nous vous remercions de bien vouloir nous en aviser immédiatement; toute utilisation ou copie est alors strictement interdite ainsi que la divulgation de son contenu à toute personne.",FaxDisclaimer
12,"Luxembourg Office",6,German,bmkDisclaimerFax,"Im Falle einer unvollständigen Übermittlung rufen Sie bitte den Absender an. Dieses Fax ist vertraulich und nur für die genannten Empfänger bestimmt. Wenn Sie dieses Fax irrtümlich erhalten haben, benachrichtigen Sie uns bitte umgehend und vernichten es; fertigen Sie keine Kopien an, verwenden Sie das Fax in keiner Weise und geben Sie keine Information über seinen Inhalt an Dritte weiter.",FaxDisclaimer
13,"Madrid",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
13,"Madrid",12,Spanish,bmkDisclaimerFax,"Si no recibe todas las paginas por favor llame al remitente. Este fax es confidencial y puede estar sujeto a secreto profesional. Si usted no es el destinatario, por favor notifíquenoslo inmediatamente; no debe copiarlo o utilizarlo por ningún motivo ni revelar su contenido a otras personas.",FaxDisclaimer
15,"Milan",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
15,"Milan",4,Italian,bmkDisclaimerFax,"In caso di cattiva o incompleta ricezione, siete pregati di contattare il mittente. Il presente documento deve essere considerato riservato e confidenziale, siete pertanto pregati di voler immediatamente avvisare lo Studio nel caso in cui non siate il destinatario; il contenuto del presente documento non dovrà essere in alcun modo copiato od utilizzato né divulgato ad altri soggetti.",FaxDisclaimer
16,"Moscow",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
16,"Moscow",13,Russian,bmkDisclaimerFax,"Если Вы получили не все страницы, пожалуйста, перезвоните. Это сообщение является конфиденциальным и может быть срочным. Если Вы не являетесь адресатом, пожалуйста, немедленно сообщите нам об этом; не копируйте это сообщение, не используйте его в каких-либо других целях и не раскрывайте его содержание другим лицам.",FaxDisclaimer
17,"New York",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
17,"New York",14,English (US),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
18,"Paris",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
18,"Paris",2,French,bmkDisclaimerFax,"Si toutes les pages n'ont pas été reçues, veuillez contacter l'expéditeur.  La présente télécopie est confidentielle et peut contenir des informations protégées par le secret professionnel.  Dans le cas où elle ne vous serait pas destinée, nous vous remercions de bien vouloir nous en aviser immédiatement; toute utilisation ou copie est alors strictement interdite ainsi que la divulgation de son contenu à toute personne.",FaxDisclaimer
19,"Prague - Admin",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
19,"Prague - Admin",9,Czech,bmkDisclaimerFax,"Pokud nebyly doručeny v pořádku všechny strany, informujte laskavě odesílatele.  Tento fax je důvěrný a může být i určen do vlastních rukou.  Pokud nejste předpokládaným příjemcem, laskavě nás okamžitě informujte.  Nejste oprávněni tuto zprávu kopírovat ani jinak využívat pro jakékoli účely, ani její obsah komukoli sdělovat.",FaxDisclaimer
20,"Prague - Law",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
20,"Prague - Law",9,Czech,bmkDisclaimerFax,"Pokud nebyly doručeny v pořádku všechny strany, informujte laskavě odesílatele.  Tento fax je důvěrný a může být i určen do vlastních rukou.  Pokud nejste předpokládaným příjemcem, laskavě nás okamžitě informujte.  Nejste oprávněni tuto zprávu kopírovat ani jinak využívat pro jakékoli účely, ani její obsah komukoli sdělovat.",FaxDisclaimer
21,"Shanghai",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
23,"Tokyo",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
25,"Hong Kong - Admin",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
26,"Warsaw - Admin",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
26,"Warsaw - Admin",5,Polish,bmkDisclaimerFax,"Jeśli nie otrzymali Państwo wszystkich stron, prosimy o kontakt z nadawcą. Treść niniejszego faksu jest poufna i może być zastrzeżona do wyłącznej wiadomości określonej osoby. Jeśli nie są Państwo jego adresatem, prosimy o niezwłoczny kontakt z nami; w takim przypadku faks ten nie może być kopiowany ani wykorzystywany przez Państwa w jakikolwiek sposόb, a jego treść nie może być ujawniana osobom trzecim.",FaxDisclaimer
27,"Warsaw - Law",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
27,"Warsaw - Law",5,Polish,bmkDisclaimerFax,"Jeśli nie otrzymali Państwo wszystkich stron, prosimy o kontakt z nadawcą. Treść niniejszego faksu jest poufna i może być zastrzeżona do wyłącznej wiadomości określonej osoby. Jeśli nie są Państwo jego adresatem, prosimy o niezwłoczny kontakt z nami; w takim przypadku faks ten nie może być kopiowany ani wykorzystywany przez Państwa w jakikolwiek sposόb, a jego treść nie może być ujawniana osobom trzecim.",FaxDisclaimer
28,"Hamburg",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
28,"Hamburg",6,German,bmkDisclaimerFax,"Im Falle einer unvollständigen Übermittlung rufen Sie bitte den Absender an. Dieses Fax ist vertraulich und nur für die genannten Empfänger bestimmt. Wenn Sie dieses Fax irrtümlich erhalten haben, benachrichtigen Sie uns bitte umgehend und vernichten es; fertigen Sie keine Kopien an, verwenden Sie das Fax in keiner Weise und geben Sie keine Information über seinen Inhalt an Dritte weiter.",FaxDisclaimer
29,"Rome",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
29,"Rome",4,Italian,bmkDisclaimerFax,"In caso di cattiva o incompleta ricezione, siete pregati di contattare il mittente. Il presente documento deve essere considerato riservato e confidenziale, siete pertanto pregati di voler immediatamente avvisare lo Studio nel caso in cui non siate il destinatario; il contenuto del presente documento non dovrà essere in alcun modo copiato od utilizzato né divulgato ad altri soggetti.",FaxDisclaimer
30,"Bangkok",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
34,"Düsseldorf",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
34,"Düsseldorf",6,German,bmkDisclaimerFax,"Im Falle einer unvollständigen Übermittlung rufen Sie bitte den Absender an. Dieses Fax ist vertraulich und nur für die genannten Empfänger bestimmt. Wenn Sie dieses Fax irrtümlich erhalten haben, benachrichtigen Sie uns bitte umgehend und vernichten es; fertigen Sie keine Kopien an, verwenden Sie das Fax in keiner Weise und geben Sie keine Information über seinen Inhalt an Dritte weiter.",FaxDisclaimer
35,"Riyadh",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
36,"Abu Dhabi",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
38,"Munich",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
38,"Munich",6,German,bmkDisclaimerFax,"Im Falle einer unvollständigen Übermittlung rufen Sie bitte den Absender an. Dieses Fax ist vertraulich und nur für die genannten Empfänger bestimmt. Wenn Sie dieses Fax irrtümlich erhalten haben, benachrichtigen Sie uns bitte umgehend und vernichten es; fertigen Sie keine Kopien an, verwenden Sie das Fax in keiner Weise und geben Sie keine Information über seinen Inhalt an Dritte weiter.",FaxDisclaimer
40,"Doha",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
42,"Athens",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
42,"Athens",16,Greek,bmkDisclaimerFax,"Εάν δεν έχουν παραληφθεί όλες οι σελίδες, παρακαλώ επικοινωνήστε με τον αποστολέα. Το παρόν φαξ είναι εμπιστευτικό και πιθανόν να είναι απόρρητο. Εάν δεν είστε ο παραλήπτης του, παρακαλώ να μας ειδοποιήσετε άμεσα. Απαγορεύεται να αντιγράψετε αυτό το μήνυμα ή να το χρησιμοποιήσετε με οποιοδήποτε τρόπο ή να γνωστοποιήσετε το περιεχόμενο του σε άλλο πρόσωπο.",FaxDisclaimer
43,"São Paulo",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
43,"São Paulo",17,Portuguese (Brazil),bmkDisclaimerFax,"Se todas as páginas não forem recebidas, por favor ligar para o remetente. Esse fax é confidencial e também pode ter informações privilegiadas. Se você não é o destinatário do presente fax, agradecemos a comunicação imediata. Você não deverá copiar este fax ou usá-lo para qualquer motivo ou divulgar seu conteúdo para qualquer outra pessoa.",FaxDisclaimer
45,"Sydney - Admin",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
45,"Sydney - Admin",15,English (AUS),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
46,"Perth - Admin",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
46,"Perth - Admin",15,English (AUS),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
47,"Sydney - Law",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
47,"Sydney - Law",15,English (AUS),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
48,"Perth - Law",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
48,"Perth - Law",15,English (AUS),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
49,"Mannheim",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender. This fax is confidential and may also be privileged. If you are not the intended recipient, please notify us immediately. You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
49,"Mannheim",6,German,bmkDisclaimerFax,"Im Falle einer unvollständigen Übermittlung rufen Sie bitte den Absender an. Dieses Fax ist vertraulich und nur für die genannten Empfänger bestimmt. Wenn Sie dieses Fax irrtümlich erhalten haben, benachrichtigen Sie uns bitte umgehend und vernichten es; fertigen Sie keine Kopien an, verwenden Sie das Fax in keiner Weise und geben Sie keine Information über seinen Inhalt an Dritte weiter.",FaxDisclaimer
50,"Jakarta",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
50,"Jakarta",14,English (US),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
57,"Belfast - Law",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
58,"Belfast - Admin",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
59,"Washington, D.C.",14,English (US),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
61,"Casablanca",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
61,"Casablanca",2,French,bmkDisclaimerFax,"Si toutes les pages n'ont pas été reçues, veuillez contacter l'expéditeur.  La présente télécopie est confidentielle et peut contenir des informations protégées par le secret professionnel.  Dans le cas où elle ne vous serait pas destinée, nous vous remercions de bien vouloir nous en aviser immédiatement; toute utilisation ou copie est alors strictement interdite ainsi que la divulgation de son contenu à toute personne.",FaxDisclaimer
64,"Singapore - AOA",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
65,"Singapore",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
66,"Istanbul - Admin",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
66,"Istanbul - Admin",18,Turkish,bmkDisclaimerFax,"Sayfaların tamamının size ulaşmaması halinde lütfen gönderen ile iletişime geçiniz. Bu faks mesajının içeriği gizlidir ve ayrıca kişiye özel olabilir. Bu faks mesajının belirtilen alıcısı  olmamanız halinde lütfen, bizi derhal haberdar ediniz. Bu faks mesajı kopyalanamaz, herhangi bir amaçla kullanılamaz ve içeriği herhangi bir başka kişi ile paylaşılamaz.",FaxDisclaimer
67,"Istanbul - Law",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
67,"Istanbul - Law",18,Turkish,bmkDisclaimerFax,"Sayfaların tamamının size ulaşmaması halinde lütfen gönderen ile iletişime geçiniz. Bu faks mesajının içeriği gizlidir ve ayrıca kişiye özel olabilir. Bu faks mesajının belirtilen alıcısı  olmamanız halinde lütfen, bizi derhal haberdar ediniz. Bu faks mesajı kopyalanamaz, herhangi bir amaçla kullanılamaz ve içeriği herhangi bir başka kişi ile paylaşılamaz.",FaxDisclaimer
68,"Ho Chi Minh City",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
68,"Ho Chi Minh City",19,Vietnamese,bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
69,"Hanoi",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person. ",FaxDisclaimer
69,"Hanoi",19,Vietnamese,bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person. ",FaxDisclaimer
70,"Istanbul GE - Admin",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
70,"Istanbul GE - Admin",18,Turkish,bmkDisclaimerFax,"Sayfaların tamamının size ulaşmaması halinde lütfen gönderen ile iletişime geçiniz. Bu faks mesajının içeriği gizlidir ve ayrıca kişiye özel olabilir. Bu faks mesajının belirtilen alıcısı  olmamanız halinde lütfen, bizi derhal haberdar ediniz. Bu faks mesajı kopyalanamaz, herhangi bir amaçla kullanılamaz ve içeriği herhangi bir başka kişi ile paylaşılamaz.",FaxDisclaimer
71,"Istanbul GE - Law",1,English (UK),bmkDisclaimerFax,"If all pages are not received, please call the sender.  This fax is confidential and may also be privileged.  If you are not the intended recipient, please notify us immediately.  You should not copy this fax or use it for any purpose, nor disclose its content to any other person.",FaxDisclaimer
71,"Istanbul GE - Law",18,Turkish,bmkDisclaimerFax,"Sayfaların tamamının size ulaşmaması halinde lütfen gönderen ile iletişime geçiniz. Bu faks mesajının içeriği gizlidir ve ayrıca kişiye özel olabilir. Bu faks mesajının belirtilen alıcısı  olmamanız halinde lütfen, bizi derhal haberdar ediniz. Bu faks mesajı kopyalanamaz, herhangi bir amaçla kullanılamaz ve içeriği herhangi bir başka kişi ile paylaşılamaz.",FaxDisclaimer
1,"Amsterdam",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign3",LetterCorrespondenceType
2,"Antwerp",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign3",LetterCorrespondenceType
3,"Beijing",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
4,"Budapest",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
5,"Bratislava",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
6,"Brussels",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign3",LetterCorrespondenceType
7,"Dubai",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
8,"Frankfurt",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
9,"Hong Kong - Law",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
10,"London",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
12,"Luxembourg Office",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
13,"Madrid",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
15,"Milan",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
16,"Moscow",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
17,"New York",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
18,"Paris",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
19,"Prague - Admin",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
20,"Prague - Law",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
21,"Shanghai",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
23,"Tokyo",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
25,"Hong Kong - Admin",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
26,"Warsaw - Admin",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
27,"Warsaw - Law",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
28,"Hamburg",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
29,"Rome",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
30,"Bangkok",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
33,"Singapore - ASSPL",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
34,"Düsseldorf",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
35,"Riyadh",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
36,"Abu Dhabi",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
38,"Munich",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
40,"Doha",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
42,"Athens",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
43,"São Paulo",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
45,"Sydney - Admin",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
46,"Perth - Admin",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
47,"Sydney - Law",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
48,"Perth - Law",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
49,"Mannheim",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign2",LetterCorrespondenceType
50,"Jakarta",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
54,"A&O Holdings",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
57,"Belfast - Law",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
58,"Belfast - Admin",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
59,"Washington, D.C.",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
61,"Casablanca",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
64,"Singapore - AOA",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
65,"Singapore",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
66,"Istanbul - Admin",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
67,"Istanbul - Law",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
68,"Ho Chi Minh City",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
69,"Hanoi",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
70,"Istanbul GE - Admin",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
71,"Istanbul GE - Law",,,bmkCorrespondenceHeaderBlock,"atCorrespondenceHeaderDesign1",LetterCorrespondenceType
1,"Amsterdam",,,bmkFaxHeaderBlock,"atFaxHeaderDesign3",FaxHeaderType
2,"Antwerp",,,bmkFaxHeaderBlock,"atFaxHeaderDesign1",FaxHeaderType
3,"Beijing",,,bmkFaxHeaderBlock,"atFaxHeaderDesign1",FaxHeaderType
4,"Budapest",,,bmkFaxHeaderBlock,"atFaxHeaderDesign1",FaxHeaderType
5,"Bratislava",,,bmkFaxHeaderBlock,"atFaxHeaderDesign1",FaxHeaderType
